Channel              :,CH1,CH2
315,8043.750000315,12.500000
316,8043.750000316,12.500000
317,8043.750000317,12.500000
318,8043.750000318,-83.750000
319,8043.750000319,12.500000
320,8043.750000320,12.500000
321,8043.750000321,12.500000
322,8043.750000322,-83.750000
323,8043.750000323,12.500000
324,8043.750000324,-83.750000
325,8043.750000325,12.500000
326,8043.750000326,-83.750000
327,8043.750000327,12.500000
328,8043.750000328,12.500000
329,8043.750000329,12.500000
330,8043.750000330,-83.750000
331,8043.750000331,12.500000
332,8043.750000332,12.500000
333,8043.750000333,12.500000
334,8043.750000334,-83.750000
335,8043.750000335,12.500000
336,8043.750000336,12.500000
337,8043.750000337,-83.750000
338,8043.750000338,-83.750000
339,8043.750000339,-83.750000
340,8043.750000340,12.500000
341,8043.750000341,12.500000
342,8043.750000342,12.500000
343,8043.750000343,-83.750000
344,8043.750000344,12.500000
345,8043.750000345,12.500000
346,8043.750000346,12.500000
347,8043.750000347,12.500000
348,8043.750000348,12.500000
349,8043.750000349,12.500000
350,8043.750000350,-83.750000
351,8043.750000351,12.500000
352,8043.750000352,12.500000
353,8043.750000353,12.500000
354,8043.750000354,-83.750000
355,8043.750000355,12.500000
356,8043.750000356,12.500000
357,8043.750000357,12.500000
358,8043.750000358,12.500000
359,8043.750000359,12.500000
360,8043.750000360,12.500000
361,8043.750000361,12.500000
362,8043.750000362,-83.750000
363,8043.750000363,12.500000
364,8043.750000364,-83.750000
365,8043.750000365,12.500000
366,8043.750000366,-83.750000
367,8043.750000367,12.500000
368,8043.750000368,-83.750000
369,8043.750000369,12.500000
370,8043.750000370,-83.750000
371,8043.750000371,12.500000
372,8043.750000372,-83.750000
373,8043.750000373,12.500000
374,8043.750000374,12.500000
375,8043.750000375,12.500000
376,8043.750000376,12.500000
377,8043.750000377,12.500000
378,8043.750000378,12.500000
379,8043.750000379,-83.750000
380,8043.750000380,12.500000
381,8043.750000381,12.500000
382,8043.750000382,12.500000
383,8043.750000383,12.500000
384,8043.750000384,12.500000
385,8043.750000385,12.500000
386,8043.750000386,-83.750000
387,8043.750000387,12.500000
388,8043.750000388,-83.750000
389,8043.750000389,12.500000
390,8043.750000390,12.500000
391,8043.750000391,-83.750000
392,8043.750000392,12.500000
393,8043.750000393,12.500000
394,8043.750000394,12.500000
395,8043.750000395,12.500000
396,8043.750000396,12.500000
397,8043.750000397,12.500000
398,8043.750000398,12.500000
399,8043.750000399,12.500000
400,8043.750000400,-83.750000
401,8043.750000401,12.500000
402,8043.750000402,-83.750000
403,8043.750000403,12.500000
404,8043.750000404,12.500000
405,8043.750000405,-83.750000
406,8043.750000406,-83.750000
407,8043.750000407,12.500000
408,8043.750000408,-83.750000
409,8043.750000409,12.500000
410,8043.750000410,12.500000
411,7947.500000411,-83.750000
412,8043.750000412,12.500000
413,8043.750000413,12.500000
414,8043.750000414,-83.750000
415,8043.750000415,12.500000
416,8043.750000416,-83.750000
417,8043.750000417,12.500000
418,8043.750000418,-83.750000
419,7947.500000419,12.500000
420,8043.750000420,12.500000
421,8043.750000421,12.500000
422,8043.750000422,12.500000
423,8043.750000423,12.500000
424,8043.750000424,12.500000
425,8043.750000425,12.500000
426,8043.750000426,12.500000
427,8043.750000427,12.500000
428,8043.750000428,12.500000
429,8043.750000429,12.500000
430,8043.750000430,-83.750000
431,8043.750000431,12.500000
432,8043.750000432,-83.750000
433,7947.500000433,12.500000
434,8043.750000434,-83.750000
435,8043.750000435,12.500000
436,8043.750000436,12.500000
437,8043.750000437,12.500000
438,8043.750000438,-83.750000
439,7947.500000439,12.500000
440,8043.750000440,12.500000
441,8043.750000441,12.500000
442,8043.750000442,12.500000
443,8043.750000443,-83.750000
444,8043.750000444,12.500000
445,8043.750000445,12.500000
446,8043.750000446,12.500000
447,8043.750000447,-83.750000
448,8043.750000448,12.500000
449,8043.750000449,-83.750000
450,8043.750000450,12.500000
451,8043.750000451,-83.750000
452,8043.750000452,12.500000
453,8043.750000453,12.500000
454,8043.750000454,-83.750000
455,8043.750000455,12.500000
456,8043.750000456,12.500000
457,8043.750000457,12.500000
458,8043.750000458,12.500000
459,8043.750000459,12.500000
460,8043.750000460,12.500000
461,8043.750000461,12.500000
462,8043.750000462,12.500000
463,8043.750000463,12.500000
464,8043.750000464,12.500000
465,8043.750000465,12.500000
466,8043.750000466,12.500000
467,8043.750000467,12.500000
468,8043.750000468,12.500000
469,8043.750000469,12.500000
470,8043.750000470,12.500000
471,8043.750000471,12.500000
472,8043.750000472,12.500000
473,8043.750000473,12.500000
474,8043.750000474,12.500000
475,8043.750000475,-83.750000
476,8043.750000476,12.500000
477,8043.750000477,12.500000
478,8043.750000478,-83.750000
479,8043.750000479,12.500000
480,8043.750000480,12.500000
481,8043.750000481,12.500000
482,8043.750000482,12.500000
483,8043.750000483,12.500000
484,8043.750000484,12.500000
485,8043.750000485,12.500000
486,8043.750000486,12.500000
487,8043.750000487,-83.750000
488,8043.750000488,12.500000
489,8043.750000489,12.500000
490,8043.750000490,-83.750000
491,8043.750000491,12.500000
492,8043.750000492,-83.750000
493,8043.750000493,12.500000
494,8043.750000494,12.500000
495,8043.750000495,12.500000
496,8043.750000496,12.500000
497,8043.750000497,12.500000
498,8043.750000498,12.500000
499,8043.750000499,-83.750000
500,8043.750000500,12.500000
501,8043.750000501,12.500000
502,8043.750000502,-83.750000
503,8043.750000503,12.500000
504,8043.750000504,12.500000
505,8043.750000505,12.500000
506,8043.750000506,-83.750000
507,8043.750000507,12.500000
508,8043.750000508,12.500000
509,8043.750000509,12.500000
510,8043.750000510,12.500000
511,8043.750000511,12.500000
512,8043.750000512,12.500000
513,8043.750000513,12.500000
514,8043.750000514,-83.750000
515,8043.750000515,12.500000
516,8043.750000516,12.500000
517,8043.750000517,12.500000
518,8043.750000518,12.500000
519,8043.750000519,12.500000
520,8043.750000520,-83.750000
521,8043.750000521,12.500000
522,8043.750000522,-83.750000
523,8043.750000523,12.500000
524,8043.750000524,12.500000
525,8043.750000525,12.500000
526,8043.750000526,-83.750000
527,8043.750000527,12.500000
528,8043.750000528,-83.750000
529,8043.750000529,12.500000
530,8043.750000530,12.500000
531,8043.750000531,-83.750000
532,8043.750000532,12.500000
533,8043.750000533,12.500000
534,8043.750000534,12.500000
535,8043.750000535,12.500000
536,8043.750000536,12.500000
537,8043.750000537,12.500000
538,8043.750000538,-83.750000
539,8043.750000539,12.500000
540,8043.750000540,12.500000
541,8043.750000541,12.500000
542,8043.750000542,-83.750000
543,8043.750000543,12.500000
544,8043.750000544,12.500000
545,8043.750000545,-83.750000
546,8043.750000546,-83.750000
547,8043.750000547,12.500000
548,8043.750000548,12.500000
549,8043.750000549,12.500000
550,8043.750000550,12.500000
551,8043.750000551,12.500000
552,8043.750000552,-83.750000
553,8043.750000553,12.500000
554,8043.750000554,-83.750000
555,8043.750000555,12.500000
556,8043.750000556,12.500000
557,8043.750000557,-83.750000
558,8043.750000558,12.500000
559,8043.750000559,-83.750000
560,8043.750000560,12.500000
561,8043.750000561,12.500000
562,8043.750000562,-83.750000
563,8043.750000563,12.500000
564,8043.750000564,12.500000
565,8043.750000565,12.500000
566,8043.750000566,12.500000
567,8043.750000567,-83.750000
568,8043.750000568,12.500000
569,8043.750000569,-83.750000
570,8043.750000570,12.500000
571,8043.750000571,12.500000
572,8043.750000572,12.500000
573,8043.750000573,12.500000
574,8043.750000574,12.500000
575,8043.750000575,12.500000
576,8043.750000576,12.500000
577,8043.750000577,12.500000
578,8043.750000578,12.500000
579,8043.750000579,12.500000
580,8043.750000580,12.500000
581,8043.750000581,12.500000
582,8043.750000582,-83.750000
583,8043.750000583,12.500000
584,8043.750000584,-83.750000
585,8043.750000585,12.500000
586,8043.750000586,12.500000
587,8043.750000587,-83.750000
588,8043.750000588,12.500000
589,8043.750000589,12.500000
590,8043.750000590,12.500000
591,8043.750000591,12.500000
592,8043.750000592,12.500000
593,8043.750000593,12.500000
594,8043.750000594,-83.750000
595,8043.750000595,12.500000
596,8043.750000596,-83.750000
597,8043.750000597,12.500000
598,8043.750000598,12.500000
599,8043.750000599,12.500000
600,8043.750000600,12.500000
601,8043.750000601,12.500000
602,8043.750000602,12.500000
603,8043.750000603,12.500000
604,8043.750000604,12.500000
605,8043.750000605,12.500000
606,8043.750000606,12.500000
607,8043.750000607,12.500000
608,8043.750000608,-83.750000
609,8043.750000609,12.500000
610,8043.750000610,12.500000
611,8043.750000611,12.500000
612,8043.750000612,12.500000
613,8043.750000613,12.500000
614,8043.750000614,-83.750000
615,8043.750000615,12.500000
616,8043.750000616,12.500000
617,8043.750000617,12.500000
618,8043.750000618,12.500000
619,8043.750000619,12.500000
620,8043.750000620,-83.750000
621,8043.750000621,12.500000
622,8043.750000622,12.500000
623,8043.750000623,12.500000
624,8043.750000624,12.500000
625,8043.750000625,12.500000
626,8043.750000626,-83.750000
627,7947.500000627,12.500000
628,8043.750000628,12.500000
629,8043.750000629,12.500000
630,8043.750000630,-83.750000
631,8043.750000631,12.500000
632,8043.750000632,12.500000
633,8043.750000633,12.500000
634,8043.750000634,-83.750000
635,8043.750000635,12.500000
636,8043.750000636,12.500000
637,8043.750000637,12.500000
638,8043.750000638,-83.750000
639,8043.750000639,12.500000
640,8043.750000640,12.500000
641,8043.750000641,12.500000
642,8043.750000642,12.500000
643,8043.750000643,12.500000
644,8043.750000644,12.500000
645,8043.750000645,-83.750000
646,8043.750000646,12.500000
647,8043.750000647,12.500000
648,8043.750000648,12.500000
649,8043.750000649,12.500000
650,8043.750000650,12.500000
651,8043.750000651,12.500000
652,8043.750000652,12.500000
653,8043.750000653,12.500000
654,8043.750000654,-83.750000
655,8043.750000655,12.500000
656,8043.750000656,12.500000
657,8043.750000657,-83.750000
658,8043.750000658,12.500000
659,8043.750000659,12.500000
660,8043.750000660,12.500000
661,8043.750000661,-83.750000
662,8043.750000662,12.500000
663,8043.750000663,12.500000
664,8043.750000664,12.500000
665,8043.750000665,12.500000
666,8043.750000666,-83.750000
667,8043.750000667,12.500000
668,8043.750000668,12.500000
669,8043.750000669,12.500000
670,8043.750000670,-83.750000
671,8043.750000671,-83.750000
672,8043.750000672,12.500000
673,8043.750000673,12.500000
674,8043.750000674,-83.750000
675,8043.750000675,12.500000
676,8043.750000676,12.500000
677,8043.750000677,12.500000
678,8043.750000678,12.500000
679,8043.750000679,12.500000
680,8043.750000680,-83.750000
681,8043.750000681,12.500000
682,8043.750000682,12.500000
683,8043.750000683,12.500000
684,8043.750000684,12.500000
685,8043.750000685,12.500000
686,8043.750000686,-83.750000
687,8043.750000687,-83.750000
688,8043.750000688,12.500000
689,8043.750000689,12.500000
690,8043.750000690,-83.750000
691,8043.750000691,12.500000
692,8043.750000692,12.500000
693,8043.750000693,12.500000
694,8043.750000694,-83.750000
695,8043.750000695,12.500000
696,8043.750000696,12.500000
697,8043.750000697,12.500000
698,8043.750000698,12.500000
699,8043.750000699,12.500000
700,8043.750000700,12.500000
701,8043.750000701,12.500000
702,8043.750000702,12.500000
703,8043.750000703,12.500000
704,8043.750000704,-83.750000
705,8043.750000705,12.500000
706,8043.750000706,-83.750000
707,8043.750000707,12.500000
708,8043.750000708,12.500000
709,8043.750000709,12.500000
710,8043.750000710,-83.750000
711,8043.750000711,12.500000
712,8043.750000712,-83.750000
713,8043.750000713,12.500000
714,8043.750000714,12.500000
715,8043.750000715,12.500000
716,8043.750000716,12.500000
717,8043.750000717,12.500000
718,8043.750000718,12.500000
719,8043.750000719,12.500000
720,8043.750000720,12.500000
721,8043.750000721,12.500000
722,8043.750000722,12.500000
723,8043.750000723,12.500000
724,8043.750000724,12.500000
725,8043.750000725,12.500000
726,8043.750000726,-83.750000
727,8043.750000727,12.500000
728,8043.750000728,-83.750000
729,8043.750000729,12.500000
730,8043.750000730,12.500000
731,8043.750000731,-83.750000
732,8043.750000732,12.500000
733,8043.750000733,12.500000
734,8043.750000734,-83.750000
735,8043.750000735,12.500000
736,8043.750000736,-83.750000
737,8043.750000737,12.500000
738,8043.750000738,12.500000
739,8043.750000739,12.500000
740,8043.750000740,12.500000
741,8043.750000741,12.500000
742,8043.750000742,-83.750000
743,8043.750000743,12.500000
744,8043.750000744,12.500000
745,8043.750000745,12.500000
746,8043.750000746,12.500000
747,8043.750000747,12.500000
748,8043.750000748,12.500000
749,8043.750000749,12.500000
750,8043.750000750,12.500000
751,8043.750000751,12.500000
752,8043.750000752,12.500000
753,8043.750000753,12.500000
754,8043.750000754,-83.750000
755,8043.750000755,12.500000
756,8043.750000756,12.500000
757,8043.750000757,12.500000
758,8043.750000758,-83.750000
759,8043.750000759,12.500000
760,8043.750000760,12.500000
761,8043.750000761,12.500000
762,8043.750000762,12.500000
763,8043.750000763,12.500000
764,8043.750000764,12.500000
765,8043.750000765,-83.750000
766,8043.750000766,12.500000
767,8043.750000767,12.500000
768,8043.750000768,12.500000
769,8043.750000769,12.500000
770,8043.750000770,12.500000
771,7947.500000771,12.500000
772,8043.750000772,12.500000
773,8043.750000773,12.500000
774,8043.750000774,-83.750000
775,8043.750000775,12.500000
776,8043.750000776,12.500000
777,8043.750000777,12.500000
778,8043.750000778,-83.750000
779,8043.750000779,12.500000
780,8043.750000780,12.500000
781,8043.750000781,12.500000
782,8043.750000782,12.500000
783,8043.750000783,12.500000
784,8043.750000784,12.500000
785,8043.750000785,12.500000
786,8043.750000786,12.500000
787,8043.750000787,12.500000
788,8043.750000788,12.500000
789,8043.750000789,12.500000
790,8043.750000790,-83.750000
791,8043.750000791,12.500000
792,8043.750000792,12.500000
793,8043.750000793,12.500000
794,8043.750000794,-83.750000
795,8043.750000795,12.500000
796,8043.750000796,12.500000
797,8043.750000797,12.500000
798,8043.750000798,-83.750000
799,8043.750000799,12.500000
800,8043.750000800,12.500000
801,8043.750000801,12.500000
802,8043.750000802,-83.750000
803,8043.750000803,12.500000
804,8043.750000804,12.500000
805,8043.750000805,12.500000
806,8043.750000806,-83.750000
807,8043.750000807,12.500000
808,8043.750000808,12.500000
809,8043.750000809,12.500000
810,8043.750000810,-83.750000
811,8043.750000811,12.500000
812,8043.750000812,12.500000
813,8043.750000813,-83.750000
814,8043.750000814,12.500000
815,8043.750000815,12.500000
816,8043.750000816,12.500000
817,8043.750000817,-83.750000
818,8043.750000818,12.500000
819,8043.750000819,12.500000
820,8043.750000820,12.500000
821,8043.750000821,12.500000
822,8043.750000822,-83.750000
823,8043.750000823,12.500000
824,8043.750000824,12.500000
825,7947.500000825,-83.750000
826,8043.750000826,12.500000
827,8043.750000827,12.500000
828,8043.750000828,12.500000
829,8043.750000829,12.500000
830,8043.750000830,-83.750000
831,8043.750000831,12.500000
832,8043.750000832,12.500000
833,8043.750000833,12.500000
834,8043.750000834,12.500000
835,8043.750000835,12.500000
836,8043.750000836,12.500000
837,8043.750000837,12.500000
838,8043.750000838,-83.750000
839,8043.750000839,12.500000
840,8043.750000840,12.500000
841,8043.750000841,12.500000
842,8043.750000842,-83.750000
843,8043.750000843,12.500000
844,8043.750000844,-83.750000
845,8043.750000845,12.500000
846,8043.750000846,-83.750000
847,8043.750000847,12.500000
848,8043.750000848,12.500000
849,8043.750000849,12.500000
850,8043.750000850,12.500000
851,8043.750000851,-83.750000
852,8043.750000852,12.500000
853,7947.500000853,12.500000
854,8043.750000854,12.500000
855,8043.750000855,12.500000
856,8043.750000856,12.500000
857,8043.750000857,12.500000
858,8043.750000858,-83.750000
859,8043.750000859,12.500000
860,8043.750000860,12.500000
861,8043.750000861,12.500000
862,8043.750000862,12.500000
863,8043.750000863,12.500000
864,8043.750000864,12.500000
865,8043.750000865,12.500000
866,8043.750000866,12.500000
867,8043.750000867,12.500000
868,8043.750000868,12.500000
869,8043.750000869,12.500000
870,8043.750000870,-83.750000
871,8043.750000871,12.500000
872,8043.750000872,12.500000
873,8043.750000873,12.500000
874,8043.750000874,12.500000
875,8043.750000875,12.500000
876,8043.750000876,12.500000
877,8043.750000877,12.500000
878,8043.750000878,12.500000
879,8043.750000879,12.500000
880,8043.750000880,12.500000
881,8043.750000881,-83.750000
882,8043.750000882,-83.750000
883,8043.750000883,12.500000
884,8043.750000884,-83.750000
885,8043.750000885,12.500000
886,8043.750000886,-83.750000
887,8043.750000887,12.500000
888,8043.750000888,12.500000
889,8043.750000889,-83.750000
890,8043.750000890,12.500000
891,8043.750000891,12.500000
892,8043.750000892,12.500000
893,8043.750000893,12.500000
894,8043.750000894,12.500000
895,8043.750000895,12.500000
896,8043.750000896,12.500000
897,8043.750000897,12.500000
898,8043.750000898,-83.750000
899,8043.750000899,12.500000
900,8043.750000900,12.500000
901,8043.750000901,-83.750000
902,8043.750000902,12.500000
903,8043.750000903,12.500000
904,8043.750000904,12.500000
905,8043.750000905,12.500000
906,8043.750000906,-83.750000
907,8043.750000907,12.500000
908,8043.750000908,-83.750000
909,8043.750000909,12.500000
910,8043.750000910,-83.750000
911,8043.750000911,12.500000
912,8043.750000912,-83.750000
913,8043.750000913,12.500000
914,8043.750000914,12.500000
915,8043.750000915,12.500000
916,8043.750000916,-83.750000
917,8043.750000917,12.500000
918,8043.750000918,-83.750000
919,8043.750000919,12.500000
920,8043.750000920,-83.750000
921,8043.750000921,12.500000
922,8043.750000922,-83.750000
923,8043.750000923,12.500000
924,8043.750000924,12.500000
925,8043.750000925,12.500000
926,8043.750000926,-83.750000
927,8043.750000927,12.500000
928,8043.750000928,12.500000
929,8043.750000929,12.500000
930,8043.750000930,-83.750000
931,8043.750000931,12.500000
932,8043.750000932,-83.750000
933,8043.750000933,12.500000
934,8043.750000934,12.500000
935,8043.750000935,12.500000
936,8043.750000936,12.500000
937,8043.750000937,12.500000
938,8043.750000938,12.500000
939,8043.750000939,12.500000
940,8043.750000940,12.500000
941,8043.750000941,12.500000
942,8043.750000942,12.500000
943,8043.750000943,-83.750000
944,8043.750000944,12.500000
945,8043.750000945,12.500000
946,8043.750000946,12.500000
947,8043.750000947,12.500000
948,8043.750000948,-83.750000
949,8043.750000949,12.500000
950,8043.750000950,-83.750000
951,8043.750000951,12.500000
952,8043.750000952,12.500000
953,8043.750000953,12.500000
954,8043.750000954,12.500000
955,8043.750000955,12.500000
956,8043.750000956,-83.750000
957,8043.750000957,12.500000
958,8043.750000958,12.500000
959,8043.750000959,12.500000
960,8043.750000960,-83.750000
961,8043.750000961,12.500000
962,8043.750000962,-83.750000
963,8043.750000963,12.500000
964,8043.750000964,12.500000
965,8043.750000965,12.500000
966,8043.750000966,-83.750000
967,8043.750000967,12.500000
968,8043.750000968,-83.750000
