Channel              :,CH1,CH2,CH3
Frequency            :,  ?,  ?,  ?
Period               :,  ?,  ?,  ?
PK-PK                :,5.771V,265.0mV,121.0mV
Average              :,2.464V,-36.12mV,1.309V
Vertical pos         :,1.000000mV,1.000000mV,1.000000mV
Probe attenuation    :,1X,1X,1X
Voltage per ADC value:,0.312500mV,0.156250mV,0.031250mV
Time interval        :,0.40000uS,0.40000uS,0.40000uS

index,CH1_Voltage(mV),CH2_Voltage(mV),CH3_Voltage(mV)
530,4943.750000530,-38.125000530,1556.250000
531,4943.750000531,-38.125000531,1546.625000
532,4943.750000532,-38.125000532,1556.250000
533,4943.750000533,-38.125000533,1546.625000
534,4943.750000534,-38.125000534,1556.250000
535,4943.750000535,-38.125000535,1546.625000
536,4943.750000536,-38.125000536,1546.625000
537,4943.750000537,-38.125000537,1556.250000
538,4943.750000538,-38.125000538,1546.625000
539,4943.750000539,-38.125000539,1546.625000
540,4943.750000540,-38.125000540,1556.250000
541,4943.750000541,-38.125000541,1546.625000
542,4943.750000542,-38.125000542,1556.250000
543,4943.750000543,-38.125000543,1556.250000
544,4943.750000544,10.000000544,1546.625000
545,4943.750000545,10.000000545,1546.625000
546,4943.750000546,10.000000546,1546.625000
547,4943.750000547,-38.125000547,1546.625000
548,4943.750000548,-38.125000548,1546.625000
549,4943.750000549,-38.125000549,1546.625000
550,4943.750000550,10.000000550,1546.625000
551,4943.750000551,-38.125000551,1546.625000
552,4943.750000552,-38.125000552,1546.625000
553,4943.750000553,-38.125000553,1546.625000
554,5041.250000554,-38.125000554,1546.625000
555,4943.750000555,-38.125000555,1546.625000
556,4943.750000556,-38.125000556,1546.625000
557,4943.750000557,-38.125000557,1546.625000
558,4943.750000558,-38.125000558,1546.625000
559,4943.750000559,-38.125000559,1546.625000
560,4943.750000560,-38.125000560,1546.625000
561,4943.750000561,-38.125000561,1546.625000
562,4943.750000562,-38.125000562,1546.625000
563,4943.750000563,-38.125000563,1546.625000
564,4943.750000564,-38.125000564,1546.625000
565,4943.750000565,10.000000565,1546.625000
566,4943.750000566,-38.125000566,1546.625000
567,4943.750000567,-38.125000567,1546.625000
568,4943.750000568,-38.125000568,1546.625000
569,4943.750000569,-38.125000569,1546.625000
570,4943.750000570,10.000000570,1546.625000
571,4943.750000571,-38.125000571,1546.625000
572,4943.750000572,-38.125000572,1546.625000
573,4943.750000573,-38.125000573,1546.625000
574,4943.750000574,-38.125000574,1537.000000
575,4943.750000575,-38.125000575,1537.000000
576,4943.750000576,-38.125000576,1546.625000
577,4943.750000577,-38.125000577,1546.625000
578,4943.750000578,-38.125000578,1537.000000
579,4943.750000579,-38.125000579,1537.000000
580,4943.750000580,-38.125000580,1537.000000
581,4943.750000581,-38.125000581,1546.625000
582,4943.750000582,-38.125000582,1537.000000
