Channel              :,CH1,CH2,CH3
Frequency            :,  ?,1.250MHz,  ?
Period               :,  ?,800.0ns,  ?
PK-PK                :,6.102V,1.727V,317.6mV
Average              :,4.610V,-25.02mV,1.210V
Vertical pos         :,1.000000mV,1.000000mV,1.000000mV
Probe attenuation    :,1X,1X,1X
Voltage per ADC value:,0.312500mV,0.156250mV,0.031250mV
Time interval        :,0.10000uS,0.10000uS,0.10000uS

index,CH1_Voltage(mV),CH2_Voltage(mV),CH3_Voltage(mV)
156,4943.750000156,-38.125000156,1310.000000
157,4943.750000157,10.000000157,1300.375000
158,4943.750000158,10.000000158,1300.375000
159,4943.750000159,-38.125000159,1310.000000
160,4943.750000160,-38.125000160,1300.375000
161,4943.750000161,-38.125000161,1310.000000
162,4943.750000162,-38.125000162,1310.000000
163,4943.750000163,-38.125000163,1310.000000
164,4943.750000164,10.000000164,1300.375000
165,4943.750000165,-38.125000165,1310.000000
166,4943.750000166,-38.125000166,1310.000000
167,4943.750000167,-38.125000167,1310.000000
168,4943.750000168,-38.125000168,1310.000000
169,4943.750000169,10.000000169,1310.000000
170,5041.250000170,-38.125000170,1310.000000
171,4943.750000171,-38.125000171,1310.000000
172,4943.750000172,-38.125000172,1300.375000
173,4943.750000173,10.000000173,1300.375000
174,4943.750000174,-38.125000174,1300.375000
175,4943.750000175,-38.125000175,1300.375000
176,4943.750000176,-38.125000176,1310.000000
177,4943.750000177,-38.125000177,1310.000000
178,4943.750000178,10.000000178,1310.000000
179,4943.750000179,-38.125000179,1300.375000
180,4943.750000180,-38.125000180,1300.375000
181,4943.750000181,-38.125000181,1310.000000
182,4943.750000182,-38.125000182,1300.375000
183,4943.750000183,-38.125000183,1300.375000
184,4943.750000184,-38.125000184,1300.375000
185,4943.750000185,10.000000185,1310.000000
186,4943.750000186,-38.125000186,1300.375000
187,4943.750000187,-38.125000187,1310.000000
188,4943.750000188,-38.125000188,1300.375000
189,4943.750000189,-38.125000189,1310.000000
190,4943.750000190,10.000000190,1300.375000
191,4943.750000191,-38.125000191,1300.375000
192,4943.750000192,-38.125000192,1300.375000
193,4943.750000193,-38.125000193,1300.375000
194,4943.750000194,-38.125000194,1300.375000
195,4943.750000195,-38.125000195,1300.375000
196,4943.750000196,-38.125000196,1300.375000
197,4943.750000197,10.000000197,1310.000000
198,4943.750000198,-38.125000198,1310.000000
199,4943.750000199,-38.125000199,1300.375000
200,4943.750000200,-38.125000200,1300.375000
201,4943.750000201,-38.125000201,1300.375000
202,4943.750000202,-38.125000202,1300.375000
203,4943.750000203,-38.125000203,1310.000000
204,4943.750000204,-38.125000204,1300.375000
205,4943.750000205,10.000000205,1300.375000
206,4943.750000206,-38.125000206,1310.000000
207,4943.750000207,-38.125000207,1310.000000
208,4943.750000208,-38.125000208,1310.000000
209,4943.750000209,-38.125000209,1300.375000
210,4943.750000210,10.000000210,1310.000000
211,4943.750000211,-38.125000211,1310.000000
212,4943.750000212,10.000000212,1310.000000
213,4943.750000213,10.000000213,1300.375000
214,4943.750000214,10.000000214,1310.000000
215,4943.750000215,-38.125000215,1310.000000
216,4943.750000216,-38.125000216,1300.375000
217,4943.750000217,10.000000217,1300.375000
218,4943.750000218,-38.125000218,1300.375000
219,4943.750000219,-38.125000219,1310.000000
220,4943.750000220,10.000000220,1310.000000
221,4943.750000221,10.000000221,1300.375000
222,4943.750000222,10.000000222,1300.375000
223,4943.750000223,-38.125000223,1300.375000
224,4943.750000224,10.000000224,1300.375000
225,4943.750000225,10.000000225,1300.375000
226,5041.250000226,10.000000226,1300.375000
227,4943.750000227,-38.125000227,1300.375000
228,4943.750000228,-38.125000228,1300.375000
229,4943.750000229,10.000000229,1300.375000
230,4943.750000230,-38.125000230,1300.375000
231,4943.750000231,-38.125000231,1300.375000
232,4943.750000232,-38.125000232,1300.375000
233,4943.750000233,10.000000233,1300.375000
234,4943.750000234,-38.125000234,1300.375000
235,4943.750000235,-38.125000235,1310.000000
236,4943.750000236,-38.125000236,1300.375000
237,4943.750000237,-38.125000237,1300.375000
238,4943.750000238,-38.125000238,1300.375000
239,4943.750000239,-38.125000239,1310.000000
240,4943.750000240,-38.125000240,1300.375000
241,4943.750000241,-38.125000241,1300.375000
242,4943.750000242,10.000000242,1300.375000
243,4943.750000243,-38.125000243,1300.375000
244,4943.750000244,-38.125000244,1300.375000
245,4943.750000245,10.000000245,1300.375000
246,4943.750000246,-38.125000246,1300.375000
247,4943.750000247,-38.125000247,1310.000000
248,4943.750000248,-38.125000248,1300.375000
249,4943.750000249,-38.125000249,1300.375000
250,4943.750000250,-38.125000250,1300.375000
251,4943.750000251,-38.125000251,1310.000000
252,4943.750000252,10.000000252,1300.375000
253,4943.750000253,10.000000253,1300.375000
254,4943.750000254,-38.125000254,1310.000000
255,4943.750000255,10.000000255,1310.000000
256,4943.750000256,-38.125000256,1300.375000
257,4943.750000257,10.000000257,1300.375000
258,4943.750000258,10.000000258,1310.000000
259,4943.750000259,-38.125000259,1310.000000
260,4943.750000260,10.000000260,1300.375000
261,4943.750000261,10.000000261,1300.375000
262,4943.750000262,10.000000262,1300.375000
263,4943.750000263,-38.125000263,1300.375000
264,4943.750000264,-38.125000264,1300.375000
265,5041.250000265,10.000000265,1300.375000
266,4943.750000266,10.000000266,1300.375000
267,4943.750000267,-38.125000267,1300.375000
268,4943.750000268,10.000000268,1300.375000
269,4943.750000269,10.000000269,1300.375000
270,4943.750000270,10.000000270,1300.375000
271,4943.750000271,10.000000271,1300.375000
272,4943.750000272,-38.125000272,1300.375000
273,4943.750000273,-38.125000273,1300.375000
274,5041.250000274,-38.125000274,1310.000000
275,4943.750000275,-38.125000275,1310.000000
276,4943.750000276,10.000000276,1300.375000
277,4943.750000277,10.000000277,1300.375000
278,4943.750000278,10.000000278,1300.375000
279,4943.750000279,-38.125000279,1300.375000
280,4943.750000280,-38.125000280,1300.375000
281,4943.750000281,10.000000281,1300.375000
282,4943.750000282,-38.125000282,1300.375000
283,4943.750000283,10.000000283,1310.000000
284,4943.750000284,-38.125000284,1300.375000
285,4943.750000285,-38.125000285,1300.375000
286,4943.750000286,-38.125000286,1300.375000
287,4943.750000287,10.000000287,1300.375000
288,4943.750000288,10.000000288,1300.375000
289,4943.750000289,-38.125000289,1300.375000
290,4943.750000290,-38.125000290,1300.375000
291,4943.750000291,-38.125000291,1300.375000
292,4943.750000292,-38.125000292,1300.375000
293,4943.750000293,-38.125000293,1300.375000
294,5041.250000294,-38.125000294,1300.375000
295,4943.750000295,10.000000295,1300.375000
296,4943.750000296,-38.125000296,1300.375000
297,4943.750000297,10.000000297,1300.375000
298,4943.750000298,-38.125000298,1300.375000
299,4943.750000299,-38.125000299,1300.375000
300,4943.750000300,-38.125000300,1300.375000
301,4943.750000301,10.000000301,1300.375000
302,5041.250000302,10.000000302,1300.375000
303,4943.750000303,-38.125000303,1300.375000
304,4943.750000304,-38.125000304,1300.375000
305,5041.250000305,-38.125000305,1300.375000
306,4943.750000306,-38.125000306,1300.375000
307,4943.750000307,-38.125000307,1300.375000
308,4943.750000308,10.000000308,1300.375000
309,5041.250000309,10.000000309,1300.375000
310,4943.750000310,10.000000310,1300.375000
311,4943.750000311,-38.125000311,1300.375000
312,4943.750000312,-38.125000312,1300.375000
313,4943.750000313,10.000000313,1300.375000
314,4943.750000314,10.000000314,1310.000000
315,4943.750000315,-38.125000315,1300.375000
316,4943.750000316,-38.125000316,1300.375000
317,4943.750000317,10.000000317,1300.375000
318,4943.750000318,-38.125000318,1300.375000
319,4943.750000319,-38.125000319,1300.375000
320,4943.750000320,-38.125000320,1300.375000
321,4943.750000321,10.000000321,1300.375000
322,4943.750000322,-38.125000322,1300.375000
323,4943.750000323,-38.125000323,1300.375000
324,4943.750000324,10.000000324,1300.375000
325,4943.750000325,10.000000325,1300.375000
326,4943.750000326,10.000000326,1300.375000
327,4943.750000327,-38.125000327,1300.375000
328,4943.750000328,-38.125000328,1300.375000
329,4943.750000329,-38.125000329,1300.375000
330,4943.750000330,10.000000330,1300.375000
331,4943.750000331,-38.125000331,1300.375000
332,4943.750000332,-38.125000332,1300.375000
333,4943.750000333,-38.125000333,1300.375000
334,4943.750000334,-38.125000334,1300.375000
335,4943.750000335,-38.125000335,1300.375000
336,4943.750000336,-38.125000336,1300.375000
337,4943.750000337,10.000000337,1300.375000
338,4943.750000338,-38.125000338,1300.375000
339,4943.750000339,-38.125000339,1300.375000
340,4943.750000340,-38.125000340,1300.375000
341,4943.750000341,-38.125000341,1300.375000
342,4943.750000342,10.000000342,1300.375000
343,4943.750000343,10.000000343,1300.375000
344,4943.750000344,-38.125000344,1300.375000
345,4943.750000345,10.000000345,1300.375000
346,4943.750000346,10.000000346,1300.375000
347,4943.750000347,10.000000347,1300.375000
348,4943.750000348,10.000000348,1300.375000
349,5041.250000349,10.000000349,1300.375000
350,5041.250000350,-38.125000350,1300.375000
351,4943.750000351,-38.125000351,1300.375000
352,4943.750000352,-38.125000352,1300.375000
353,5041.250000353,-38.125000353,1300.375000
354,4943.750000354,10.000000354,1300.375000
355,4943.750000355,-38.125000355,1300.375000
356,4943.750000356,-38.125000356,1300.375000
357,4943.750000357,-38.125000357,1300.375000
358,5041.250000358,10.000000358,1300.375000
359,4943.750000359,-38.125000359,1300.375000
360,4943.750000360,-38.125000360,1300.375000
361,4943.750000361,10.000000361,1300.375000
362,5041.250000362,10.000000362,1300.375000
363,4943.750000363,-38.125000363,1300.375000
364,4943.750000364,-38.125000364,1300.375000
365,4943.750000365,10.000000365,1300.375000
366,4943.750000366,10.000000366,1300.375000
367,4943.750000367,-38.125000367,1300.375000
368,4943.750000368,-38.125000368,1300.375000
369,4943.750000369,10.000000369,1300.375000
370,4943.750000370,-38.125000370,1300.375000
371,4943.750000371,-38.125000371,1300.375000
372,5041.250000372,10.000000372,1300.375000
373,4943.750000373,-38.125000373,1300.375000
374,4943.750000374,-38.125000374,1300.375000
375,4943.750000375,10.000000375,1300.375000
376,4943.750000376,-38.125000376,1300.375000
377,4943.750000377,10.000000377,1300.375000
378,4943.750000378,10.000000378,1300.375000
379,4943.750000379,-38.125000379,1300.375000
380,4943.750000380,-38.125000380,1300.375000
381,4943.750000381,10.000000381,1300.375000
382,4943.750000382,-38.125000382,1300.375000
383,4943.750000383,-38.125000383,1300.375000
384,4943.750000384,-38.125000384,1300.375000
385,4943.750000385,-38.125000385,1300.375000
386,4943.750000386,-38.125000386,1300.375000
387,4943.750000387,-38.125000387,1300.375000
388,4943.750000388,10.000000388,1300.375000
389,4943.750000389,10.000000389,1300.375000
390,4943.750000390,10.000000390,1300.375000
391,4943.750000391,-38.125000391,1300.375000
392,4943.750000392,-38.125000392,1300.375000
393,4943.750000393,-38.125000393,1300.375000
394,4943.750000394,-38.125000394,1300.375000
395,4943.750000395,-38.125000395,1300.375000
396,4943.750000396,-38.125000396,1300.375000
397,4943.750000397,10.000000397,1300.375000
398,4943.750000398,10.000000398,1300.375000
399,4943.750000399,-38.125000399,1300.375000
400,4943.750000400,-38.125000400,1300.375000
401,4943.750000401,-38.125000401,1300.375000
402,4943.750000402,-38.125000402,1300.375000
403,4943.750000403,-38.125000403,1300.375000
404,4943.750000404,-38.125000404,1300.375000
405,4943.750000405,-38.125000405,1300.375000
406,4943.750000406,-38.125000406,1300.375000
407,4943.750000407,10.000000407,1300.375000
408,4943.750000408,-38.125000408,1300.375000
409,4943.750000409,10.000000409,1300.375000
410,4943.750000410,-38.125000410,1300.375000
411,4943.750000411,-38.125000411,1300.375000
412,4943.750000412,-38.125000412,1300.375000
413,4943.750000413,10.000000413,1300.375000
414,4943.750000414,10.000000414,1300.375000
415,4943.750000415,-38.125000415,1300.375000
416,4943.750000416,-38.125000416,1300.375000
417,4943.750000417,-38.125000417,1300.375000
418,4943.750000418,10.000000418,1300.375000
419,4943.750000419,-38.125000419,1300.375000
420,4943.750000420,-38.125000420,1300.375000
421,4943.750000421,-38.125000421,1300.375000
422,4943.750000422,-38.125000422,1300.375000
423,4943.750000423,-38.125000423,1300.375000
424,4943.750000424,-38.125000424,1300.375000
425,4943.750000425,10.000000425,1300.375000
426,4943.750000426,-38.125000426,1300.375000
427,4943.750000427,-38.125000427,1300.375000
428,4943.750000428,-38.125000428,1300.375000
429,5041.250000429,10.000000429,1300.375000
430,4943.750000430,10.000000430,1300.375000
431,4943.750000431,-38.125000431,1300.375000
432,4943.750000432,-38.125000432,1300.375000
433,5041.250000433,-38.125000433,1300.375000
434,4943.750000434,10.000000434,1300.375000
435,4943.750000435,-38.125000435,1300.375000
436,4943.750000436,-38.125000436,1300.375000
437,4943.750000437,10.000000437,1300.375000
438,4943.750000438,10.000000438,1300.375000
439,4943.750000439,-38.125000439,1300.375000
440,4943.750000440,-38.125000440,1300.375000
441,4943.750000441,-38.125000441,1300.375000
442,4943.750000442,10.000000442,1300.375000
443,4943.750000443,-38.125000443,1300.375000
444,4943.750000444,-38.125000444,1300.375000
445,4943.750000445,10.000000445,1300.375000
446,4943.750000446,10.000000446,1300.375000
447,5041.250000447,-38.125000447,1300.375000
448,4943.750000448,-38.125000448,1300.375000
449,5041.250000449,10.000000449,1300.375000
450,4943.750000450,10.000000450,1300.375000
451,4943.750000451,-38.125000451,1300.375000
452,4943.750000452,-38.125000452,1300.375000
453,4943.750000453,-38.125000453,1300.375000
454,4943.750000454,-38.125000454,1300.375000
455,4943.750000455,10.000000455,1300.375000
456,4943.750000456,-38.125000456,1300.375000
457,4943.750000457,-38.125000457,1300.375000
458,4943.750000458,-38.125000458,1300.375000
459,4943.750000459,-38.125000459,1300.375000
460,4943.750000460,10.000000460,1290.750000
461,4943.750000461,-38.125000461,1300.375000
462,4943.750000462,-38.125000462,1300.375000
463,4943.750000463,-38.125000463,1300.375000
464,4943.750000464,-38.125000464,1300.375000
465,4943.750000465,10.000000465,1300.375000
466,4943.750000466,10.000000466,1300.375000
467,4943.750000467,10.000000467,1300.375000
468,4943.750000468,-38.125000468,1290.750000
469,4943.750000469,-38.125000469,1300.375000
470,4943.750000470,-38.125000470,1300.375000
471,4943.750000471,10.000000471,1300.375000
472,4943.750000472,-38.125000472,1300.375000
473,4943.750000473,-38.125000473,1300.375000
474,4943.750000474,-38.125000474,1300.375000
475,4943.750000475,-38.125000475,1300.375000
476,4943.750000476,-38.125000476,1300.375000
477,4943.750000477,10.000000477,1300.375000
478,5041.250000478,10.000000478,1290.750000
479,4943.750000479,-38.125000479,1300.375000
480,4943.750000480,10.000000480,1300.375000
481,4943.750000481,10.000000481,1300.375000
482,4943.750000482,10.000000482,1300.375000
483,4943.750000483,-38.125000483,1300.375000
484,4943.750000484,-38.125000484,1290.750000
485,4943.750000485,-38.125000485,1300.375000
486,4943.750000486,10.000000486,1300.375000
487,4943.750000487,-38.125000487,1300.375000
488,4943.750000488,-38.125000488,1300.375000
489,4943.750000489,10.000000489,1300.375000
490,4943.750000490,-38.125000490,1300.375000
491,4943.750000491,10.000000491,1300.375000
492,4943.750000492,-38.125000492,1300.375000
493,4943.750000493,-38.125000493,1290.750000
494,4943.750000494,-38.125000494,1290.750000
495,4943.750000495,-38.125000495,1300.375000
496,4943.750000496,-38.125000496,1300.375000
497,4943.750000497,10.000000497,1300.375000
498,4943.750000498,-38.125000498,1300.375000
499,5041.250000499,-38.125000499,1300.375000
500,4943.750000500,-38.125000500,1300.375000
501,4943.750000501,-38.125000501,1300.375000
502,5041.250000502,-38.125000502,1300.375000
503,4943.750000503,-38.125000503,1300.375000
504,4943.750000504,10.000000504,1300.375000
505,4943.750000505,10.000000505,1300.375000
506,4943.750000506,-38.125000506,1300.375000
507,4943.750000507,-38.125000507,1300.375000
508,4943.750000508,-38.125000508,1300.375000
509,4943.750000509,10.000000509,1290.750000
510,5041.250000510,-38.125000510,1300.375000
511,4943.750000511,-38.125000511,1290.750000
512,4943.750000512,-38.125000512,1300.375000
513,4943.750000513,-38.125000513,1290.750000
514,4943.750000514,-38.125000514,1300.375000
515,4943.750000515,-38.125000515,1300.375000
516,4943.750000516,-38.125000516,1300.375000
517,4943.750000517,-38.125000517,1290.750000
518,4943.750000518,-38.125000518,1300.375000
519,4943.750000519,-38.125000519,1300.375000
520,4943.750000520,-38.125000520,1300.375000
521,4943.750000521,-38.125000521,1290.750000
522,4943.750000522,10.000000522,1300.375000
523,4943.750000523,-38.125000523,1290.750000
524,4943.750000524,-38.125000524,1300.375000
525,4943.750000525,-38.125000525,1300.375000
526,4943.750000526,-38.125000526,1300.375000
527,4943.750000527,-38.125000527,1300.375000
528,4943.750000528,-38.125000528,1300.375000
529,5041.250000529,-38.125000529,1300.375000
530,4943.750000530,-38.125000530,1300.375000
531,4943.750000531,10.000000531,1300.375000
532,4943.750000532,-38.125000532,1300.375000
533,4943.750000533,-38.125000533,1300.375000
534,4943.750000534,10.000000534,1300.375000
535,4943.750000535,-38.125000535,1290.750000
536,4943.750000536,-38.125000536,1300.375000
537,4943.750000537,-38.125000537,1290.750000
538,4943.750000538,10.000000538,1300.375000
539,4943.750000539,-38.125000539,1300.375000
540,4943.750000540,-38.125000540,1300.375000
541,5041.250000541,10.000000541,1300.375000
542,4943.750000542,-38.125000542,1300.375000
543,4943.750000543,-38.125000543,1300.375000
544,4943.750000544,-38.125000544,1300.375000
545,4943.750000545,10.000000545,1290.750000
546,4943.750000546,10.000000546,1300.375000
547,4943.750000547,-38.125000547,1300.375000
548,4943.750000548,-38.125000548,1290.750000
549,4943.750000549,-38.125000549,1290.750000
550,4943.750000550,-38.125000550,1300.375000
551,4943.750000551,-38.125000551,1300.375000
552,4943.750000552,-38.125000552,1290.750000
553,4943.750000553,-38.125000553,1300.375000
554,4943.750000554,-38.125000554,1300.375000
555,4943.750000555,-38.125000555,1300.375000
556,4943.750000556,-38.125000556,1290.750000
557,4943.750000557,10.000000557,1290.750000
558,4943.750000558,-38.125000558,1300.375000
559,4943.750000559,-38.125000559,1290.750000
560,4943.750000560,-38.125000560,1300.375000
561,4943.750000561,10.000000561,1300.375000
562,5041.250000562,-38.125000562,1300.375000
563,4943.750000563,-38.125000563,1290.750000
564,4943.750000564,-38.125000564,1290.750000
565,4943.750000565,10.000000565,1300.375000
566,5041.250000566,-38.125000566,1290.750000
567,5041.250000567,-38.125000567,1300.375000
568,4943.750000568,-38.125000568,1290.750000
569,4943.750000569,10.000000569,1290.750000
570,4943.750000570,10.000000570,1290.750000
571,4943.750000571,10.000000571,1300.375000
572,4943.750000572,-38.125000572,1290.750000
573,4943.750000573,10.000000573,1290.750000
574,4943.750000574,-38.125000574,1290.750000
575,4943.750000575,-38.125000575,1290.750000
576,4943.750000576,-38.125000576,1290.750000
577,5041.250000577,-38.125000577,1290.750000
578,4943.750000578,-38.125000578,1300.375000
579,4943.750000579,-38.125000579,1300.375000
580,4943.750000580,-38.125000580,1290.750000
581,4943.750000581,-38.125000581,1290.750000
582,5041.250000582,10.000000582,1290.750000
583,4943.750000583,-38.125000583,1300.375000
584,4943.750000584,-38.125000584,1290.750000
585,4943.750000585,-38.125000585,1290.750000
586,4943.750000586,10.000000586,1290.750000
587,4943.750000587,-38.125000587,1300.375000
588,4943.750000588,-38.125000588,1290.750000
589,4943.750000589,-38.125000589,1290.750000
590,4943.750000590,-38.125000590,1300.375000
591,4943.750000591,10.000000591,1290.750000
592,4943.750000592,-38.125000592,1300.375000
593,4943.750000593,-38.125000593,1290.750000
594,4943.750000594,10.000000594,1290.750000
595,4943.750000595,-38.125000595,1300.375000
596,4943.750000596,-38.125000596,1290.750000
597,4943.750000597,10.000000597,1290.750000
598,4943.750000598,-38.125000598,1290.750000
599,4943.750000599,-38.125000599,1300.375000
600,4943.750000600,-38.125000600,1290.750000
601,4943.750000601,10.000000601,1290.750000
602,4943.750000602,10.000000602,1300.375000
603,4943.750000603,-38.125000603,1290.750000
604,4943.750000604,-38.125000604,1290.750000
605,4943.750000605,-38.125000605,1290.750000
606,4943.750000606,10.000000606,1290.750000
607,4943.750000607,-38.125000607,1290.750000
608,4943.750000608,-38.125000608,1290.750000
609,4943.750000609,10.000000609,1290.750000
610,4943.750000610,10.000000610,1290.750000
